age,workclass,education,marrital status,occupation,sex,capital gain,capital loss,working hours per week,salary
49,Private,12th,Married-civ-spouse,Machine-op-inspct,Male,0,0,39, <=50K
38,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,40, >50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
39,Private,Some-college,Divorced,Adm-clerical,Female,0,0,40, <=50K
42,Private,Bachelors,Divorced,Adm-clerical,Female,0,0,40, <=50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,45, >50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,45, >50K
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,45, <=50K
31,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,0,0,70, <=50K
38,Private,Bachelors,Divorced,Sales,Male,0,0,48, >50K
40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,42, >50K
21,Private,HS-grad,Never-married,Other-service,Female,0,0,30, <=50K
44,Private,Some-college,Divorced,Craft-repair,Male,0,0,40, <=50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
29,Private,HS-grad,Divorced,Sales,Male,0,0,45, <=50K
49,Private,Masters,Married-civ-spouse,Prof-specialty,Female,0,0,50, >50K
31,Private,Assoc-voc,Married-civ-spouse,Other-service,Male,0,0,42, <=50K
24,Private,Masters,Never-married,Exec-managerial,Male,6849,0,90, <=50K
46,Private,Some-college,Never-married,Exec-managerial,Male,0,0,40, <=50K
26,Private,HS-grad,Never-married,Sales,Male,0,0,40, <=50K
35,Private,Bachelors,Never-married,Other-service,Male,0,0,38, <=50K
27,Private,Assoc-voc,Never-married,Sales,Male,0,0,50, <=50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,15024,0,35, >50K
26,Private,Bachelors,Never-married,Craft-repair,Male,0,0,40, <=50K
21,Private,HS-grad,Never-married,Other-service,Female,0,1719,16, <=50K
45,Private,Bachelors,Divorced,Other-service,Male,0,0,45, >50K
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,72, <=50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,40, >50K
45,Private,11th,Married-civ-spouse,Other-service,Female,0,0,32, <=50K
50,Private,7th-8th,Divorced,Craft-repair,Female,0,0,30, <=50K
38,Private,Bachelors,Never-married,Adm-clerical,Female,0,0,40, <=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,60, <=50K
42,Private,Some-college,Widowed,Exec-managerial,Female,0,0,55, <=50K
32,Private,Bachelors,Never-married,Prof-specialty,Male,0,0,40, <=50K
20,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
27,Private,HS-grad,Never-married,Other-service,Female,0,0,35, <=50K
45,Private,11th,Widowed,Adm-clerical,Female,0,0,40, <=50K
40,Private,HS-grad,Never-married,Machine-op-inspct,Female,0,0,40, <=50K
38,Private,HS-grad,Divorced,Transport-moving,Male,0,0,60, <=50K
37,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
60,Private,10th,Divorced,Machine-op-inspct,Female,0,0,40, <=50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,45, >50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,0,0,40, <=50K
47,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Male,0,0,60, <=50K
40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Male,0,0,70, <=50K
51,?,HS-grad,Married-civ-spouse,?,Male,0,0,40, <=50K
19,Private,Some-college,Never-married,Other-service,Female,0,0,10, <=50K
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,0,0,50, >50K
65,?,HS-grad,Married-civ-spouse,?,Male,0,0,40, <=50K
41,Private,Bachelors,Divorced,Adm-clerical,Female,0,0,40, <=50K
28,Private,10th,Never-married,Machine-op-inspct,Male,0,0,45, <=50K
46,Private,Masters,Divorced,Exec-managerial,Female,27828,0,50, >50K
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,99999,0,20, >50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
32,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
71,Private,HS-grad,Married-civ-spouse,Protective-serv,Male,6767,0,20, <=50K
26,Private,Some-college,Married-civ-spouse,Tech-support,Male,3103,0,40, >50K
29,Private,HS-grad,Married-spouse-absent,Protective-serv,Male,0,0,40, <=50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,99999,0,50, >50K
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,3103,0,50, >50K
17,?,10th,Never-married,?,Female,0,0,20, <=50K
49,Private,HS-grad,Married-civ-spouse,Other-service,Female,0,0,40, >50K
31,Private,10th,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
23,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
59,Local-gov,HS-grad,Widowed,Farming-fishing,Male,0,2339,40, <=50K
17,?,10th,Never-married,?,Male,0,0,30, <=50K
43,Private,Some-college,Married-civ-spouse,Sales,Male,7688,0,40, >50K
38,Private,Bachelors,Married-civ-spouse,Sales,Male,7298,0,40, >50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
29,Private,10th,Never-married,Other-service,Male,0,0,40, <=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
31,Private,Assoc-acdm,Never-married,Adm-clerical,Male,2202,0,38, <=50K
42,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Female,8614,0,45, >50K
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,0,0,35, >50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Male,15024,0,40, >50K
40,Private,Assoc-acdm,Divorced,Adm-clerical,Female,0,0,40, <=50K
66,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Female,0,0,40, <=50K
30,Federal-gov,9th,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
43,Private,Assoc-acdm,Divorced,Craft-repair,Male,0,0,40, <=50K
47,Private,9th,Never-married,Other-service,Female,0,0,50, <=50K
45,Private,Masters,Never-married,Adm-clerical,Female,0,0,40, <=50K
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Male,3103,0,40, >50K
32,Private,Bachelors,Never-married,Adm-clerical,Male,0,0,40, <=50K
28,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,0,0,40, >50K
63,Private,7th-8th,Divorced,Sales,Female,0,0,40, <=50K
28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,40, <=50K
38,Private,Some-college,Widowed,Adm-clerical,Female,0,0,40, <=50K
52,Private,HS-grad,Divorced,Other-service,Female,0,0,38, <=50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
41,Private,HS-grad,Never-married,Exec-managerial,Male,2174,0,40, <=50K
50,State-gov,Masters,Never-married,Prof-specialty,Male,0,0,38, <=50K
59,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
32,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,49, <=50K
73,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Male,2228,0,10, <=50K
52,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Male,0,0,38, <=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,60, <=50K
35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,7298,0,50, >50K
51,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,0,0,56, >50K
22,Private,11th,Widowed,Sales,Female,0,0,35, <=50K
49,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,40, >50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
46,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,0,1902,40, <=50K
48,Private,HS-grad,Divorced,Craft-repair,Female,0,0,40, <=50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
43,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,50, >50K
25,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
31,Private,7th-8th,Never-married,Craft-repair,Male,0,0,40, <=50K
19,Private,Some-college,Never-married,Sales,Male,0,0,36, <=50K
19,?,Some-college,Never-married,?,Male,0,0,45, <=50K
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,84, >50K
51,Private,Bachelors,Divorced,Exec-managerial,Male,0,0,40, >50K
22,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Female,99999,0,40, >50K
37,Local-gov,HS-grad,Divorced,Adm-clerical,Female,0,0,35, <=50K
19,Private,Some-college,Never-married,Sales,Female,0,0,30, <=50K
45,Private,HS-grad,Divorced,Transport-moving,Female,0,0,55, <=50K
21,State-gov,Some-college,Never-married,Other-service,Male,0,0,10, <=50K
52,Private,HS-grad,Widowed,Sales,Female,0,0,40, <=50K
46,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,0,0,24, <=50K
42,State-gov,Masters,Divorced,Prof-specialty,Female,0,0,38, <=50K
56,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
23,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
58,Private,Masters,Married-civ-spouse,Sales,Male,0,0,40, <=50K
70,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,30, <=50K
30,Private,Some-college,Divorced,Adm-clerical,Male,0,0,40, <=50K
45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,40, <=50K
23,Private,Some-college,Never-married,Craft-repair,Male,0,0,44, <=50K
34,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Male,0,1579,40, <=50K
38,Private,Bachelors,Married-civ-spouse,Craft-repair,Female,0,0,40, <=50K
24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
53,Private,7th-8th,Never-married,Transport-moving,Male,0,0,40, <=50K
45,Federal-gov,HS-grad,Never-married,Transport-moving,Male,3325,0,40, <=50K
21,?,Some-college,Never-married,?,Female,0,0,40, <=50K
21,Private,Some-college,Never-married,Other-service,Female,0,0,40, <=50K
34,Private,Bachelors,Never-married,Prof-specialty,Female,0,0,40, <=50K
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,5178,0,45, >50K
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
63,?,Masters,Married-civ-spouse,?,Male,0,0,30, <=50K
23,Private,9th,Never-married,Handlers-cleaners,Male,0,0,36, <=50K
28,Private,Bachelors,Divorced,Craft-repair,Male,0,0,50, <=50K
29,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Male,0,0,45, <=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Female,0,0,40, <=50K
44,State-gov,Masters,Never-married,Prof-specialty,Female,0,0,60, <=50K
18,Private,HS-grad,Never-married,Other-service,Female,0,0,8, <=50K
26,Private,HS-grad,Never-married,Other-service,Male,0,0,24, <=50K
47,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Female,0,0,35, >50K
23,Private,HS-grad,Divorced,Sales,Male,0,0,40, <=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
61,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,5178,0,50, >50K
25,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,0,0,54, >50K
60,?,Bachelors,Married-spouse-absent,?,Female,0,0,15, <=50K
23,Private,Some-college,Never-married,Other-service,Male,0,0,20, <=50K
36,Federal-gov,HS-grad,Divorced,Adm-clerical,Female,0,0,48, <=50K
46,Private,9th,Divorced,Other-service,Male,0,0,25, <=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,45, >50K
40,Private,10th,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
31,Private,HS-grad,Never-married,Adm-clerical,Male,0,0,40, <=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,65, >50K
32,State-gov,Bachelors,Never-married,Adm-clerical,Male,0,0,37, <=50K
21,Private,Some-college,Never-married,Other-service,Male,0,0,10, <=50K
63,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,40, >50K
44,Private,Some-college,Separated,Exec-managerial,Male,0,0,45, >50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,0,0,60, <=50K
23,?,Bachelors,Never-married,?,Male,0,0,35, <=50K
30,Private,Some-college,Divorced,Adm-clerical,Female,0,0,45, <=50K
24,Private,HS-grad,Never-married,Other-service,Male,0,0,40, <=50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,Male,0,0,40, >50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Female,0,0,40, >50K
27,Federal-gov,Bachelors,Never-married,Exec-managerial,Male,0,0,48, <=50K
27,Local-gov,Some-college,Never-married,Exec-managerial,Male,0,0,40, <=50K
22,Private,HS-grad,Never-married,Other-service,Female,0,0,45, <=50K
68,Private,HS-grad,Never-married,Sales,Female,0,0,40, <=50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,0,0,99, >50K
22,Self-emp-not-inc,HS-grad,Never-married,Other-service,Male,0,0,40, <=50K
25,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,0,0,15, <=50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,45, <=50K
62,Private,Some-college,Widowed,Exec-managerial,Female,0,0,16, <=50K
26,Private,HS-grad,Divorced,Other-service,Male,0,0,40, <=50K
34,Private,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,55, >50K
68,Private,Some-college,Widowed,Sales,Male,0,0,40, <=50K
42,Local-gov,Bachelors,Separated,Exec-managerial,Male,0,0,45, >50K
45,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,55, <=50K
26,Private,11th,Never-married,Transport-moving,Male,0,0,40, <=50K
25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,45, <=50K
23,Private,Bachelors,Never-married,Prof-specialty,Male,0,0,50, <=50K
29,Private,Some-college,Never-married,Other-service,Male,0,1590,40, <=50K
65,Without-pay,7th-8th,Widowed,Farming-fishing,Female,0,0,50, <=50K
31,Private,HS-grad,Never-married,Transport-moving,Male,0,0,50, <=50K
26,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
39,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,50, >50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, >50K
45,Local-gov,Masters,Divorced,Prof-specialty,Female,1506,0,45, <=50K
26,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Female,0,0,50, <=50K
26,Private,10th,Married-civ-spouse,Transport-moving,Male,0,0,35, <=50K
36,Private,9th,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
38,Private,11th,Married-civ-spouse,Craft-repair,Male,0,0,45, <=50K
39,Private,HS-grad,Never-married,Machine-op-inspct,Male,0,0,48, <=50K
52,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
39,Private,1st-4th,Married-civ-spouse,Craft-repair,Male,0,0,45, <=50K
41,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Male,0,0,40, <=50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,0,1902,60, >50K
47,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,70, <=50K
28,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Male,0,0,46, <=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Male,0,0,35, <=50K
35,Private,Bachelors,Never-married,Adm-clerical,Female,0,0,40, <=50K
32,Private,HS-grad,Separated,Adm-clerical,Female,0,0,40, <=50K
38,Private,Masters,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
44,Private,Some-college,Married-civ-spouse,Tech-support,Male,0,0,18, >50K
21,?,Some-college,Never-married,?,Female,0,0,40, <=50K
27,Private,Bachelors,Never-married,Sales,Female,0,0,40, <=50K
30,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,55, >50K
30,Private,Bachelors,Never-married,Sales,Male,0,1741,48, <=50K
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,1628,45, <=50K
20,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
57,Private,Masters,Never-married,Prof-specialty,Male,0,0,80, <=50K
43,Private,Some-college,Divorced,Adm-clerical,Male,0,0,48, <=50K
50,?,11th,Married-civ-spouse,?,Female,0,0,40, <=50K
28,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Female,0,0,48, <=50K
25,Private,HS-grad,Married-civ-spouse,Tech-support,Female,0,0,48, >50K
25,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,40, <=50K
90,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
38,Local-gov,Bachelors,Separated,Prof-specialty,Male,0,0,40, <=50K
35,Private,Bachelors,Married-spouse-absent,Exec-managerial,Female,0,0,40, <=50K
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
26,Local-gov,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
39,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,0,0,45, <=50K
56,Private,10th,Married-civ-spouse,Sales,Male,0,0,40, <=50K
24,Local-gov,HS-grad,Divorced,Protective-serv,Female,0,0,40, <=50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,7688,0,40, >50K
18,Local-gov,11th,Never-married,Adm-clerical,Female,0,0,25, <=50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Male,0,2415,60, >50K
57,Private,Masters,Divorced,Prof-specialty,Female,0,0,40, <=50K
43,State-gov,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
29,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,25, <=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
77,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,6, <=50K
30,Private,Bachelors,Never-married,Prof-specialty,Male,0,0,40, <=50K
21,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
66,Private,10th,Married-civ-spouse,Protective-serv,Male,0,0,40, <=50K
40,Private,11th,Never-married,Transport-moving,Male,0,0,35, <=50K
68,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,40, <=50K
64,Private,HS-grad,Widowed,Other-service,Female,0,0,38, <=50K
26,Private,Bachelors,Never-married,Prof-specialty,Female,0,0,50, <=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
32,Private,HS-grad,Never-married,Adm-clerical,Male,0,0,38, <=50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,Male,15024,0,45, >50K
49,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,50, >50K
28,Private,Bachelors,Never-married,Transport-moving,Male,0,0,20, <=50K
29,Private,HS-grad,Divorced,Other-service,Female,0,0,36, <=50K
21,Private,Some-college,Never-married,Sales,Male,0,0,30, <=50K
28,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
55,Private,10th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,0,0,50, >50K
35,Private,Some-college,Never-married,Sales,Male,0,0,40, <=50K
31,?,11th,Separated,?,Male,0,0,40, <=50K
26,Private,Masters,Never-married,Prof-specialty,Male,8614,0,40, >50K
30,Private,HS-grad,Married-civ-spouse,Other-service,Male,0,0,55, <=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,20, <=50K
40,Private,Bachelors,Married-spouse-absent,Prof-specialty,Male,13550,0,40, >50K
23,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
35,Private,Some-college,Never-married,Sales,Female,0,0,40, <=50K
48,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Male,0,0,50, >50K
39,Local-gov,10th,Divorced,Handlers-cleaners,Male,0,0,40, <=50K
53,Local-gov,Prof-school,Divorced,Prof-specialty,Female,0,0,50, <=50K
49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,0,0,40, >50K
31,Private,Bachelors,Never-married,Exec-managerial,Female,0,0,40, <=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,3103,0,40, >50K
60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,7688,0,50, >50K
29,Private,HS-grad,Never-married,Machine-op-inspct,Male,0,0,48, <=50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,0,0,45, >50K
28,?,Assoc-acdm,Married-AF-spouse,?,Female,0,0,3, <=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,50, <=50K
30,Private,Some-college,Never-married,Sales,Female,0,0,35, <=50K
19,Private,HS-grad,Never-married,Priv-house-serv,Female,0,0,45, <=50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
47,Private,Some-college,Never-married,Sales,Male,0,0,70, >50K
50,Private,HS-grad,Divorced,Exec-managerial,Male,0,0,38, <=50K
30,Private,Bachelors,Never-married,Exec-managerial,Female,0,0,45, >50K
44,Private,Some-college,Divorced,Machine-op-inspct,Male,0,0,50, <=50K
49,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,60, >50K
75,Self-emp-not-inc,Masters,Married-spouse-absent,Prof-specialty,Female,0,0,50, <=50K
37,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,55, >50K
51,State-gov,HS-grad,Divorced,Craft-repair,Male,0,0,38, <=50K
35,Private,HS-grad,Never-married,Craft-repair,Male,0,0,35, <=50K
28,Private,Some-college,Never-married,Sales,Female,0,0,40, <=50K
66,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1409,0,40, <=50K
72,Private,9th,Married-civ-spouse,Exec-managerial,Female,0,0,48, >50K
39,Private,Bachelors,Separated,Sales,Male,0,0,50, <=50K
27,Private,HS-grad,Never-married,Farming-fishing,Male,0,0,30, <=50K
57,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
24,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,2635,0,38, <=50K
28,Private,HS-grad,Never-married,Craft-repair,Male,0,0,70, <=50K
23,Private,Some-college,Married-spouse-absent,Other-service,Female,0,0,50, <=50K
31,Private,Bachelors,Never-married,Exec-managerial,Female,0,1408,40, <=50K
23,Private,Some-college,Never-married,Other-service,Female,0,0,20, <=50K
31,Private,Some-college,Never-married,Other-service,Female,0,0,40, <=50K
27,Local-gov,Bachelors,Never-married,Prof-specialty,Female,0,0,40, <=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,1740,45, <=50K
31,Private,Prof-school,Never-married,Prof-specialty,Female,0,0,80, <=50K
34,Private,Masters,Never-married,Prof-specialty,Male,4865,0,60, <=50K
57,Federal-gov,HS-grad,Never-married,Adm-clerical,Male,0,2258,40, <=50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
23,Private,11th,Never-married,Craft-repair,Male,0,0,40, <=50K
24,Local-gov,Assoc-acdm,Married-civ-spouse,Other-service,Female,0,0,40, <=50K
36,Private,Doctorate,Never-married,Prof-specialty,Male,0,0,40, <=50K
32,Private,Some-college,Divorced,Other-service,Male,0,0,40, <=50K
35,Private,Assoc-acdm,Divorced,Other-service,Female,0,0,40, <=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
23,?,Bachelors,Never-married,?,Female,0,0,50, <=50K
47,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, >50K
35,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
44,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,50, <=50K
32,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,0,1485,40, >50K
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Female,20051,0,10, >50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
27,Private,11th,Married-civ-spouse,Sales,Male,0,0,35, <=50K
23,Private,HS-grad,Separated,Exec-managerial,Female,0,0,42, <=50K
19,?,Some-college,Never-married,?,Female,0,0,40, <=50K
50,Private,10th,Married-civ-spouse,Craft-repair,Male,0,0,38, <=50K
49,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Male,0,0,40, <=50K
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
23,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
61,Private,7th-8th,Widowed,Other-service,Female,0,0,38, <=50K
41,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,0,0,16, <=50K
27,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,60, >50K
53,Private,Bachelors,Divorced,Exec-managerial,Male,0,0,70, <=50K
17,Self-emp-not-inc,10th,Never-married,Adm-clerical,Male,0,0,10, <=50K
23,?,HS-grad,Never-married,?,Male,0,0,30, <=50K
53,Private,Some-college,Never-married,Craft-repair,Male,0,0,40, <=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,1848,42, >50K
24,Private,Bachelors,Married-spouse-absent,Prof-specialty,Female,0,0,40, <=50K
22,Private,Some-college,Never-married,Adm-clerical,Female,0,0,20, <=50K
53,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,50, >50K
18,Private,11th,Never-married,Other-service,Male,0,0,20, <=50K
24,Private,Some-college,Never-married,Sales,Male,0,0,50, <=50K
20,Private,HS-grad,Never-married,Sales,Female,0,0,40, <=50K
30,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
37,State-gov,Assoc-voc,Never-married,Prof-specialty,Male,8614,0,40, >50K
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,30, <=50K
20,Private,12th,Never-married,Adm-clerical,Female,0,0,40, <=50K
47,Private,HS-grad,Divorced,Other-service,Female,0,0,40, <=50K
20,?,Some-college,Never-married,?,Male,0,0,32, <=50K
22,Private,Bachelors,Never-married,Prof-specialty,Female,0,0,40, <=50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,0,1977,40, >50K
60,Private,Some-college,Divorced,Adm-clerical,Female,0,0,40, <=50K
