EmployeeID,Attrition,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome
5111244,0,54,Rarely,Analytics,10,CA,F,52,3,4,VP,3,0,4,0,24,27,5,8,Married,34606
5111245,1,52,Rarely,Analytics,9,CA,Male,55,4,5,Manager,4,1,2,0,20,11,7,7,Divorsed,19941
5111246,0,,Rarely,Analytics,28,CA,Female,,3,4,Executive,4,0,2,0,20,9,1,2,Single,17311
5111247,1,37,Rarely,Sales,1,Statistics,Male,46,4,2,Senior Manager,3,1,5,0,16,17,11,3,Married,25609
5111248,0,32,Yes,Sales,9,Marketing Diploma,F,43,3,3,Senior Manager,2,1,1,0,19,9,3,7,Single,23998
5111249,0,50,Yes,Analytics,5,Statistics,Male,44,3,4,VP,1,1,4,0,21,29,5,4,Married,35161
5111250,0,34,No,Analytics,7,Engineer,Male,62,3,1,Manager,4,1,6,0,21,12,2,,Married,19055
5111251,0,27,Rarely,Sales,8,Other,Female,32,4,5,Executive,3,1,1,0,24,6,1,,Single,18966
5111252,1,32,Rarely,Analytics,10,CA,Female,41,3,3,Executive,5,0,7,0,27,10,0,4,Single,19200
5111253,1,51,Yes,Analytics,9,Statistics,Male,53,5,5,Senior Manager,2,1,2,0,20,18,0,3,Single,25650
5111254,0,46,No,Analytics,7,Statistics,Male,59,3,3,Manager,4,1,2,0,18,10,1,9,Divorsed,20447
5111255,0,,No,Analytics,1,Statistics,Male,,3,3,Executive,2,1,0,0,17,4,0,2,M,17314
5111256,1,44,Yes,Analytics,20,Engineer,Male,40,4,1,Executive,3,1,10,1,22,7,1,1,M,18437
5111257,0,35,Rarely,Analytics,10,CA,Male,48,3,3,Manager,3,1,1,0,24,10,0,8,Single,20098
5111258,0,43,Yes,Analytics,5,CA,Male,37,3,3,Executive,1,1,6,1,20,9,3,3,Single,18515
5111259,0,26,Rarely,Analytics,3,Statistics,Female,64,3,5,Manager,3,0,1,0,18,6,2,3,Married,20898
5111260,0,56,Rarely,Analytics,17,CA,Male,63,1,4,VP,4,1,9,0,17,37,3,16,Single,34722
5111261,1,33,Rarely,Analytics,12,CA,Female,43,3,3,Executive,5,0,8,0,28,11,1,5,Single,20200
5111262,0,47,Rarely,Sales,15,Marketing Diploma,Male,42,3,3,Manager,5,0,2,0,17,20,1,7,Single,19960
5111263,0,41,Yes,Analytics,10,CA,Male,64,3,2,VP,3,1,2,0,22,21,0,11,Married,34419
5111264,0,34,Rarely,Analytics,10,CA,F,46,4,3,Senior Manager,4,0,1,0,19,9,7,7,Single,23621
5111265,1,38,Rarely,Sales,3,Statistics,Male,48,4,3,Senior Manager,3,1,6,0,17,18,12,8,Divorsed,26609
5111266,0,27,Rarely,Sales,8,Other,Female,32,4,3,Executive,3,1,1,0,24,6,1,,Single,18966
5111267,0,28,Rarely,Analytics,17,CA,Male,68,2,1,Manager,5,0,0,0,24,9,0,7,Single,20661
5111268,0,34,Rarely,Analytics,3,Statistics,Male,54,4,4,Manager,5,0,6,0,18,13,5,9,Divorsed,20957
5111269,1,40,No,Analytics,5,Statistics,Female,56,4,4,Executive,5,1,3,1,29,12,1,1,Single,19646
5111270,0,39,Rarely,Sales,6,Statistics,Male,44,3,4,Manager,2,1,9,1,,20,1,1,Single,22861
5111271,0,50,Rarely,Sales,1,CA,F,68,3,1,VP,2,0,3,0,16,32,0,6,Married,34517
5111272,1,36,Rarely,Sales,14,Marketing Diploma,Male,66,4,4,Manager,5,0,5,1,18,,2,2,Married,21134
5111273,1,41,Rarely,Analytics,10,Statistics,Male,75,3,5,Executive,5,1,4,1,20,11,1,4,Single,18166
5111274,0,50,Rarely,Analytics,6,CA,Female,45,4,1,Manager,5,1,5,0,31,11,,3,Divorsed,20789
5111275,1,25,Rarely,,3,CA,Male,63,3,4,Executive,1,1,3,1,22,7,3,1,M,18293
5111276,0,35,No,Analytics,9,Statistics,Female,52,3,1,Manager,3,1,1,0,17,15,2,9,Married,19148
5111277,1,30,Rarely,Analytics,,Engineer,Female,58,3,5,Executive,5,0,5,1,16,8,0,4,Single,17657
5111278,1,,Rarely,Analytics,8,Statistics,Male,73,3,2,Executive,5,0,3,1,19,10,0,3,Single,17166
5111279,1,47,Yes,Sales,28,Statistics,Female,77,1,5,Manager,3,0,4,1,17,,1,3,Single,21397
5111280,0,29,Rarely,Analytics,,Statistics,Male,74,4,5,Executive,3,1,2,0,20,2,1,1,M,17563
5111281,0,38,Rarely,Sales,19,Marketing Diploma,Male,68,4,5,Manager,3,0,5,0,25,10,1,1,Married,22334
5111282,0,29,Rarely,Analytics,28,CA,Female,66,3,4,Manager,3,1,4,0,17,11,1,1,Married,19335
5111283,0,45,Rarely,Analytics,5,Statistics,Female,74,1,2,Executive,1,0,2,0,19,11,8,8,M,18011
5111284,0,46,Rarely,Analytics,8,CA,Male,75,3,3,Senior Manager,3,1,6,0,18,13,0,7,Married,25845
5111285,1,,Rarely,Analytics,1,CA,Male,,3,3,Executive,1,1,2,1,21,6,2,0,M,
5111286,1,59,Rarely,Analytics,5,Engineer,Male,53,3,5,Executive,3,0,5,0,30,8,1,1,Single,18479
5111287,0,53,Rarely,Analytics,3,Statistics,Male,67,4,2,VP,3,0,1,0,20,35,12,10,Divorsed,35999
5111288,1,19,Rarely,Marketing,,Engineer,Male,52,4,4,Executive,2,0,1,0,17,1,0,0,Single,17564
5111289,0,30,Rarely,Analytics,3,Statistics,Male,59,4,3,Manager,2,1,1,0,24,11,10,8,Divorsed,19152
5111290,1,31,Yes,Analytics,21,Statistics,Male,66,3,3,Senior Manager,3,1,3,0,17,12,0,0,Married,24824
5111291,0,41,Rarely,Analytics,5,CA,Male,51,3,3,VP,3,1,1,0,25,23,4,10,Married,35436
5111292,0,33,Yes,Sales,13,Marketing Diploma,Male,81,3,1,Manager,1,1,9,0,19,5,1,1,Single,20648
5111293,0,42,Rarely,Analytics,22,Statistics,Male,38,3,2,Manager,5,0,3,0,22,18,1,,Married,19072
5111294,0,37,Rarely,Analytics,10,Statistics,Male,79,3,3,Executive,4,1,3,0,17,16,2,4,Single,18013
5111295,0,45,Rarely,Analytics,8,Statistics,Male,59,3,5,Senior Manager,5,0,2,0,22,25,0,0,Married,24724
5111296,1,32,Rarely,Sales,9,Statistics,Male,78,5,1,Manager,3,1,5,1,24,13,8,8,Married,22172
5111297,1,40,No,Sales,25,Statistics,F,80,1,2,AVP,4,1,4,1,21,22,0,0,Single,28194
5111298,1,28,Rarely,Analytics,6,Engineer,Male,50,3,1,Executive,3,1,1,1,18,2,2,2,Single,18441
5111299,1,32,Rarely,Sales,9,Statistics,Male,78,5,5,Manager,3,0,5,1,24,13,8,8,Divorsed,22172
5111300,0,39,Rarely,Analytics,3,Statistics,F,53,3,3,Senior Manager,3,0,5,1,20,11,1,1,Single,23861
5111301,0,32,Rarely,Sales,9,CA,Male,56,1,3,Manager,1,0,1,0,20,,0,8,Married,21209
5111302,1,51,Rarely,Sales,6,Marketing Diploma,Male,58,4,1,Executive,3,0,2,1,20,4,1,3,Divorsed,18683
5111303,0,41,Rarely,Sales,12,CA,Male,49,3,2,Manager,5,0,1,0,18,10,8,2,Married,21473
5111304,0,34,No,Analytics,4,CA,Male,61,4,4,Executive,3,1,2,0,18,2,1,1,M,18008
5111305,1,,No,Analytics,6,Statistics,Male,65,4,5,Executive,5,1,6,0,22,5,0,0,M,17107
5111306,1,29,Rarely,Analytics,20,Engineer,Male,34,4,3,Executive,1,1,6,0,18,7,1,4,M,18367
5111307,0,36,Rarely,Analytics,3,CA,Male,60,4,1,Executive,3,0,7,0,18,11,2,8,M,18258
5111308,0,57,Rarely,Analytics,1,CA,Male,58,3,3,Manager,3,0,2,0,16,15,1,2,Married,21755
5111309,1,21,Rarely,,11,Statistics,Female,36,4,4,Executive,5,0,1,0,18,1,1,0,Single,16416
5111310,1,22,Rarely,Sales,15,Statistics,Female,62,1,2,Executive,4,0,2,0,21,2,1,,Single,18716
5111311,0,46,No,Analytics,3,Statistics,Male,76,4,1,Senior Manager,3,0,4,0,29,26,15,5,Married,26748
5111312,0,29,Yes,Sales,4,Statistics,Male,44,4,1,Manager,1,1,2,1,,8,1,8,Married,22834
5111313,0,50,Rarely,Analytics,12,Statistics,F,53,3,1,VP,4,0,3,0,20,21,4,4,Single,34926
5111314,0,41,Rarely,Analytics,27,Engineer,Male,64,3,3,Manager,1,1,2,0,23,10,5,8,Married,19319
5111315,1,29,Yes,Analytics,5,CA,Male,40,4,3,Executive,5,1,8,0,17,9,1,1,Single,18561
5111316,1,36,Rarely,Sales,4,Statistics,Male,51,4,2,Senior Manager,1,1,1,1,16,16,3,7,Married,25325
5111317,0,52,Yes,Analytics,29,CA,F,59,1,3,AVP,3,0,2,1,16,24,0,2,Married,28247
5111318,0,46,Yes,Analytics,1,CA,Male,40,4,2,Senior Manager,5,0,2,1,18,21,9,5,Divorsed,25673
5111319,0,25,No,Analytics,12,Statistics,Male,62,4,4,Executive,4,1,2,0,17,2,1,1,M,18694
5111320,0,35,Rarely,Sales,1,Marketing Diploma,Male,55,3,4,Manager,3,1,9,0,16,15,6,9,Married,19717
5111321,0,42,Rarely,Analytics,25,CA,Male,56,3,3,Senior Manager,5,1,1,1,26,10,5,8,Married,22406
5111322,0,46,Rarely,Analytics,5,Other,Female,61,4,4,Manager,1,0,2,0,25,11,4,10,Married,21770
5111323,1,25,Rarely,Marketing,,MBA,Male,60,5,5,Executive,3,0,2,0,17,2,1,1,M,17555
5111324,1,27,Rarely,Sales,3,Marketing Diploma,Male,55,3,3,Executive,5,1,0,0,16,5,0,2,M,18041
5111325,1,53,Rarely,Sales,8,Statistics,Male,66,3,2,Senior Manager,4,0,10,1,25,11,8,8,Single,24446
5111326,1,,Yes,Analytics,26,Statistics,Female,66,3,3,Executive,4,0,1,1,24,10,7,8,M,17022
5111327,0,40,Rarely,Sales,18,Marketing Diploma,Male,79,3,4,AVP,5,1,1,0,18,22,12,11,Single,29341
5111328,0,29,Rarely,Analytics,7,CA,Female,54,3,5,Executive,1,0,1,0,18,10,0,8,M,18131
5111329,1,29,Yes,Analytics,5,CA,Male,40,4,4,Executive,5,1,8,0,17,9,1,1,Single,18561
5111330,0,35,Rarely,Sales,31,Marketing Diploma,F,67,4,4,Manager,3,0,2,0,,9,2,8,Married,22712
5111331,1,27,Rarely,,28,Statistics,Male,50,5,5,Executive,3,1,2,0,18,2,1,2,Single,18293
5111332,0,29,Yes,Sales,3,Statistics,Male,44,3,4,Manager,2,1,1,0,23,10,0,9,Single,19554
5111333,0,38,No,Analytics,8,Engineer,Male,56,1,4,Executive,3,1,1,0,20,8,2,4,Single,19500
5111334,0,49,Rarely,Sales,12,Marketing Diploma,Female,80,3,3,Manager,1,1,3,0,17,8,0,4,Single,19507
5111335,0,30,No,Analytics,10,CA,Female,72,3,3,Manager,3,0,7,1,23,10,1,7,Single,19695
5111336,0,54,Rarely,Sales,10,Marketing Diploma,F,80,4,1,Senior Manager,1,1,8,1,24,36,1,5,Married,26934
5111337,0,26,Rarely,Analytics,4,CA,Male,52,1,4,Executive,2,1,1,0,27,8,0,7,Divorsed,19420
5111338,0,44,Rarely,Analytics,3,Statistics,Female,72,1,1,Executive,1,1,1,0,18,10,7,7,M,17011
5111339,0,39,Yes,Analytics,4,Statistics,Male,62,3,1,Manager,1,0,8,0,21,20,3,10,Married,20735
5111340,1,21,Rarely,,11,Statistics,Female,36,4,4,Executive,5,0,1,0,18,1,1,0,Single,16416
5111341,1,45,Rarely,Analytics,18,CA,F,75,3,3,Senior Manager,2,1,2,0,17,11,1,6,Divorsed,23978
5111342,0,29,Rarely,Analytics,13,Other,Female,61,3,2,Manager,3,0,4,0,19,11,2,8,Single,19660
5111343,0,42,Rarely,Analytics,3,CA,Male,35,3,1,AVP,5,0,0,0,22,23,13,7,Married,32665
5111344,1,52,Rarely,Sales,3,Marketing Diploma,F,57,5,4,VP,2,1,1,0,20,33,6,9,Divorsed,34845
5111345,0,46,No,Analytics,8,CA,Female,30,3,1,Manager,3,1,2,0,19,7,0,0,Married,20258
5111346,0,49,Yes,Analytics,9,Statistics,Male,61,4,3,Manager,4,1,1,0,28,10,1,7,Divorsed,20130
5111347,0,36,Rarely,Analytics,3,Statistics,Female,64,5,3,Executive,1,1,2,0,18,5,2,,M,18977
5111348,1,29,Rarely,Analytics,3,Statistics,Female,69,5,2,Executive,4,1,8,1,19,11,4,8,Single,18216
5111349,1,40,No,Analytics,5,Statistics,Female,56,4,4,Executive,5,1,3,1,29,12,1,1,Single,19646
5111350,0,56,Yes,Analytics,5,Statistics,Male,67,3,4,Senior Manager,4,1,4,0,24,24,2,3,Divorsed,26976
5111351,0,31,No,Analytics,4,CA,Male,48,3,5,Executive,5,0,1,1,18,4,2,3,M,18065
5111352,0,40,Rarely,Analytics,3,CA,Female,68,3,4,Executive,3,0,8,0,20,8,2,3,M,18232
5111353,0,32,Rarely,Sales,10,Statistics,Male,46,4,5,Senior Manager,2,0,10,0,27,11,1,2,Married,27557
5111354,0,51,Rarely,Analytics,3,CA,Male,68,3,5,AVP,1,0,10,0,28,33,2,4,Married,33399
5111355,1,20,Rarely,Analytics,11,CA,Male,32,3,2,Executive,3,1,1,1,16,1,1,1,Single,16009
5111356,0,33,No,Sales,9,Statistics,Female,,4,5,Executive,2,1,0,0,24,3,2,2,Single,
5111357,0,36,No,Sales,11,CA,Male,32,3,3,Senior Manager,1,0,1,0,19,10,9,7,Single,24980
5111358,0,37,Rarely,Analytics,4,Other,Female,35,3,1,Manager,4,0,3,0,20,8,0,1,Single,19107
5111359,0,52,Rarely,Analytics,5,Statistics,F,30,3,2,AVP,2,0,2,0,18,31,1,4,Divorsed,31555
5111360,1,22,Yes,Analytics,5,Engineer,Male,59,4,4,Executive,3,0,5,0,21,4,1,,Single,18894
5111361,0,38,Rarely,Analytics,1,Statistics,F,51,3,3,Senior Manager,3,1,4,1,,10,0,0,Single,22861
5111362,0,29,Rarely,Analytics,29,CA,Female,73,4,5,Executive,5,1,1,0,19,5,0,,Single,18785
5111363,0,41,Rarely,Sales,1,Marketing Diploma,Male,49,1,2,Senior Manager,5,1,1,0,,10,0,7,Married,23392
5111364,0,46,Rarely,Analytics,28,Statistics,F,65,4,1,Manager,1,1,1,0,19,11,4,9,Married,21906
5111365,0,34,Rarely,Analytics,8,Statistics,F,53,3,4,Senior Manager,4,1,0,0,16,13,2,11,Single,26994
5111366,1,50,Yes,Analytics,31,Statistics,Male,69,4,3,Manager,5,0,4,0,26,21,2,4,Single,20284
5111367,1,37,Rarely,Sales,1,Statistics,Male,46,4,3,Senior Manager,3,0,5,0,16,17,11,7,Divorsed,25609
5111368,0,42,Rarely,Marketing,13,MBA,Male,75,4,5,VP,1,0,4,0,21,24,13,7,Married,35141
5111369,1,42,Yes,Analytics,,CA,Male,57,2,3,Executive,3,0,6,1,17,7,2,2,M,17759
5111370,0,54,Rarely,Marketing,20,CA,Male,58,3,2,Senior Manager,4,0,2,0,20,16,7,1,Divorsed,25725
5111371,0,,Rarely,Analytics,16,Statistics,Female,69,5,5,Executive,2,1,0,1,23,6,1,3,Divorsed,17168
5111372,0,36,Rarely,Analytics,3,CA,Female,62,4,1,Manager,2,1,1,0,18,,1,1,Divorsed,21363
5111373,1,42,Yes,Analytics,,CA,Male,57,1,3,Executive,3,0,6,1,17,7,2,2,M,17759
5111374,0,53,Rarely,Sales,3,Statistics,F,78,4,2,AVP,1,1,2,0,21,31,3,7,Married,30427
5111375,0,52,Rarely,Analytics,5,Statistics,F,30,3,5,AVP,2,1,2,0,18,31,1,4,Divorsed,31555
5111376,0,34,Yes,Analytics,4,Statistics,Male,45,3,4,Manager,1,0,0,0,,7,0,4,Single,22756
5111377,0,45,Yes,Analytics,5,CA,Male,58,3,3,Senior Manager,3,0,6,1,24,17,3,3,Single,26209
5111378,0,42,Rarely,Analytics,30,CA,Male,56,5,5,Manager,1,1,4,0,24,16,0,0,Single,19272
5111379,0,35,Rarely,Sales,19,CA,Female,56,3,2,Manager,3,0,1,0,21,5,1,0,Divorsed,19601
5111380,1,39,Yes,Analytics,3,Statistics,Male,54,3,4,AVP,2,0,7,0,16,21,11,5,Married,27169
5111381,0,44,Rarely,Analytics,21,Statistics,Male,49,3,2,Executive,4,0,1,0,18,6,1,3,Single,18420
5111382,1,32,Rarely,Analytics,,Statistics,Male,57,3,5,Executive,2,1,1,1,29,1,0,1,Single,17795
5111383,0,40,Rarely,Sales,3,Marketing Diploma,Female,46,3,2,Manager,4,0,7,0,17,8,1,3,Married,20715
5111384,0,41,No,Analytics,11,CA,Male,57,4,4,Senior Manager,4,0,3,0,17,17,5,9,Married,29757
5111385,0,52,Rarely,Analytics,1,Statistics,Male,70,3,5,AVP,2,0,2,0,20,26,7,8,Divorsed,32099
5111386,0,36,Rarely,Sales,21,CA,Male,73,3,5,Manager,5,0,1,0,22,7,1,,M,18863
5111387,0,39,Rarely,Sales,19,Statistics,Female,62,3,3,Manager,4,1,3,0,18,9,2,3,Single,20198
5111388,0,34,Yes,Analytics,20,CA,Female,46,3,2,Manager,4,1,4,0,18,15,5,10,Married,19444
5111389,0,37,Rarely,Analytics,9,CA,Male,56,3,4,Manager,4,0,7,0,26,8,1,2,Married,20941
5111390,0,33,Rarely,Analytics,8,CA,Male,49,3,4,Senior Manager,3,1,0,0,16,14,3,7,Married,26691
5111391,0,38,No,Analytics,5,Statistics,Male,82,4,2,Manager,2,0,6,0,20,,1,1,Married,21163
5111392,0,,Rarely,Analytics,10,CA,Male,64,3,1,Executive,2,0,1,0,28,5,0,4,Divorsed,17070
5111393,0,26,Rarely,Sales,21,Statistics,Male,65,1,3,Manager,3,0,3,0,17,7,2,3,Married,22232
5111394,0,39,Rarely,Analytics,13,CA,F,78,3,3,Manager,3,1,4,0,25,19,1,1,Married,25824
5111395,0,46,Rarely,Analytics,23,CA,Male,81,3,3,AVP,2,0,1,1,20,22,5,11,Divorsed,29496
5111396,0,32,Rarely,Analytics,5,Statistics,Female,68,4,1,Manager,3,1,1,0,17,,6,8,Married,21162
5111397,0,40,Yes,Analytics,5,Engineer,F,66,3,1,Senior Manager,3,1,1,0,31,21,12,9,Single,26938
5111398,0,39,Rarely,Sales,5,Statistics,F,33,3,5,Manager,5,1,4,0,,12,2,8,Married,22893
5111399,0,28,Rarely,Analytics,19,Engineer,Female,39,3,5,Executive,4,0,10,0,20,5,3,,M,18811
5111400,0,34,Rarely,Analytics,7,CA,Female,54,4,3,Executive,4,0,9,0,17,9,1,3,Divorsed,19838
5111401,0,37,Rarely,Sales,3,Marketing Diploma,Male,75,3,3,Manager,3,0,4,1,16,17,1,0,Divorsed,24602
5111402,1,29,Yes,Analytics,3,CA,Male,47,4,3,Executive,4,0,2,0,21,2,1,1,M,18596
5111403,1,21,Yes,Analytics,9,Statistics,Female,68,4,5,Executive,2,0,2,1,24,2,2,,Single,18926
5111404,0,54,No,Marketing,27,MBA,F,30,2,2,AVP,2,0,2,1,17,23,4,4,Single,32328
5111405,0,59,Rarely,Sales,26,Statistics,F,99,3,1,Senior Manager,5,1,7,0,16,28,7,9,Single,22637
5111406,0,36,Rarely,Analytics,4,Engineer,Male,30,3,5,Manager,4,1,4,0,17,10,7,7,Single,
5111407,0,34,No,Sales,5,Marketing Diploma,Female,72,3,3,Manager,3,1,9,0,20,6,1,2,Married,21538
5111408,1,35,Rarely,Analytics,24,Statistics,Male,50,4,4,Manager,3,1,3,1,18,8,0,1,Divorsed,20916
5111409,0,42,Yes,Analytics,27,CA,F,60,3,3,Senior Manager,5,0,3,1,22,20,0,0,Married,28191
5111410,1,30,Rarely,Analytics,4,Engineer,Male,82,4,2,Executive,5,1,7,0,19,12,1,8,Single,18362
5111411,1,29,Rarely,Analytics,1,CA,Male,36,3,4,Executive,1,0,9,1,19,4,2,2,Married,19787
5111412,0,30,Rarely,Analytics,10,Statistics,Male,61,3,5,Executive,5,0,4,0,20,12,2,3,Single,18062
5111413,0,40,Rarely,Sales,3,Statistics,F,79,3,4,VP,3,1,0,0,19,21,1,12,Divorsed,33041
5111414,1,35,Rarely,Sales,16,CA,Male,59,5,2,Manager,1,0,6,1,19,7,2,2,Married,20440
5111415,0,38,No,Sales,3,Statistics,Male,39,4,2,Manager,2,1,3,0,23,13,7,5,Divorsed,
5111416,0,30,Rarely,Sales,30,Statistics,Male,61,3,2,Manager,5,1,8,0,24,8,0,3,Married,19115
5111417,1,32,Yes,Analytics,5,Statistics,Male,66,3,1,Executive,1,1,7,1,19,8,3,3,Married,19722
5111418,0,39,Rarely,Analytics,7,Statistics,F,32,3,3,Senior Manager,4,0,4,0,,9,2,2,Single,23376
5111419,0,46,Rarely,Analytics,10,Statistics,Male,61,3,1,Senior Manager,5,1,3,0,23,26,1,1,Married,25724
5111420,1,27,Rarely,Sales,3,Marketing Diploma,Male,55,3,1,Executive,5,1,0,0,16,5,0,2,M,18041
5111421,0,35,Rarely,Analytics,22,Statistics,Female,51,3,1,Manager,2,0,1,1,30,10,0,,Divorsed,19014
5111422,1,40,Rarely,Sales,6,CA,Female,43,3,4,Manager,3,0,5,1,24,,1,1,Divorsed,21238
5111423,0,44,Yes,Sales,29,Statistics,Male,64,3,4,AVP,2,1,2,1,18,26,5,13,Divorsed,32959
5111424,0,32,Rarely,Analytics,3,CA,Female,74,2,3,Manager,2,0,7,0,21,10,0,7,Single,20055
5111425,0,45,Rarely,Marketing,5,Statistics,F,56,5,2,Senior Manager,3,0,4,0,26,9,0,3,Married,24756
5111426,1,43,Rarely,Sales,10,Marketing Diploma,Female,55,5,1,Manager,3,0,8,0,18,7,1,3,Single,20346
5111427,0,38,Rarely,Analytics,16,CA,Male,49,3,5,Manager,1,0,2,0,23,11,4,8,Married,20285
5111428,1,30,Rarely,Sales,12,Marketing Diploma,Female,54,5,4,Executive,4,0,2,0,19,3,3,,Single,18760
5111429,0,45,Rarely,Analytics,1,Other,Male,70,2,5,VP,2,0,0,0,16,25,1,7,Divorsed,34202
5111430,0,39,Yes,Analytics,9,Statistics,Female,48,3,1,Executive,3,1,1,0,16,8,0,,Divorsed,18755
5111431,1,22,Rarely,Analytics,13,Statistics,Female,,4,3,Executive,5,0,2,0,19,2,2,1,Single,17416
5111432,1,23,Yes,Analytics,7,Engineer,Male,69,4,4,Executive,3,1,6,0,22,5,2,3,Single,19894
5111433,0,42,Rarely,Analytics,30,Statistics,Male,68,3,3,Manager,4,0,1,0,18,10,7,8,Married,19434
5111434,0,23,Rarely,,5,CA,Female,51,3,2,Executive,4,1,1,0,18,3,1,2,Single,18295
5111435,1,,Rarely,Analytics,1,Engineer,Male,55,3,5,Executive,3,0,0,0,19,7,1,5,Single,17058
5111436,0,27,Yes,Sales,3,CA,Male,54,4,1,Manager,5,0,2,0,18,8,1,8,Single,20294
5111437,0,38,Rarely,Sales,3,Marketing Diploma,Female,77,5,4,Manager,1,0,2,1,25,20,0,3,Married,20405
5111438,0,27,Rarely,Analytics,5,CA,Male,34,1,3,Manager,1,0,2,0,18,9,2,4,Married,21472
5111439,0,27,Rarely,Analytics,3,CA,Male,61,4,1,Executive,5,0,2,0,22,7,2,4,Married,19955
5111440,0,32,Yes,Analytics,,Other,Female,77,4,3,Executive,4,0,1,0,25,2,2,2,Divorsed,17743
5111441,1,30,Rarely,Sales,2,Statistics,Male,64,4,3,Manager,5,1,1,0,16,10,6,7,Married,24714
5111442,1,30,Rarely,Analytics,3,Engineer,Male,57,3,2,Executive,3,1,1,0,20,8,2,6,Single,18058
5111443,0,47,Rarely,Analytics,5,Statistics,F,62,4,4,Senior Manager,4,1,8,1,17,28,14,10,Married,25333
5111444,1,32,Rarely,Sales,19,Marketing Diploma,Male,72,3,5,Senior Manager,3,1,3,0,19,11,1,1,Married,24161
5111445,0,36,Rarely,Analytics,,Statistics,Female,66,3,2,Executive,3,0,4,0,18,6,2,2,Divorsed,17543
5111446,0,38,No,Sales,11,Engineer,Female,55,3,5,Manager,2,1,1,1,18,6,1,3,Single,20666
5111447,0,21,Rarely,Analytics,4,CA,Male,80,4,4,Executive,3,1,1,0,22,3,1,0,Single,18230
5111448,0,38,No,Analytics,7,CA,Female,79,5,3,Manager,2,0,7,1,17,17,1,9,Married,20329
5111449,0,40,Rarely,Sales,1,CA,Male,57,5,5,Manager,2,1,2,1,27,6,0,2,Divorsed,22457
5111450,0,52,Rarely,Analytics,5,CA,Male,56,5,2,Manager,4,1,6,0,24,14,2,3,Married,21482
5111451,0,49,Rarely,Analytics,4,Statistics,Male,78,4,4,VP,1,1,7,0,18,26,1,1,Single,34265
5111452,0,23,Rarely,Analytics,4,Statistics,Male,65,3,1,Executive,3,0,1,0,18,5,2,3,Single,19375
5111453,0,48,Rarely,Analytics,8,Statistics,Male,44,3,2,VP,3,0,5,0,17,22,2,2,Divorsed,34300
5111454,0,20,Rarely,Sales,,Marketing Diploma,Male,43,1,4,Executive,2,1,1,0,22,2,2,2,Single,17678
5111455,0,43,Yes,Analytics,8,Other,Male,69,3,3,Executive,3,0,5,0,23,9,3,1,M,18093
5111456,1,33,Rarely,Sales,6,Marketing Diploma,Female,34,3,1,Executive,3,1,1,1,18,1,0,0,Single,17851
5111457,1,48,Yes,Sales,30,Statistics,F,79,1,1,Manager,3,1,5,1,18,9,2,4,Single,22397
5111458,0,37,Yes,Marketing,5,MBA,Male,66,4,1,Manager,1,0,2,0,27,11,1,9,Single,19886
5111459,1,31,Yes,Marketing,11,MBA,Female,68,4,4,Executive,1,1,7,0,17,7,2,3,M,18180
5111460,1,45,Yes,Analytics,27,Statistics,Male,45,3,3,Executive,3,1,4,1,28,20,1,1,Married,19161
5111461,0,58,Rarely,Analytics,3,CA,Male,60,3,4,Manager,3,0,3,0,,16,2,3,Divorsed,22755
5111462,0,25,Yes,Sales,27,CA,Male,40,3,4,,2,0,1,0,19,4,3,2,Divorsed,18400
5111463,0,28,Rarely,Analytics,17,CA,Male,68,2,2,Manager,5,1,0,0,24,9,0,7,Single,20661
5111464,1,22,Rarely,Sales,10,Marketing Diploma,Male,33,3,1,Executive,4,0,2,0,19,2,2,1,Single,18679
5111465,0,43,Rarely,Sales,3,Statistics,Male,61,3,4,Manager,3,1,2,0,31,21,12,7,Divorsed,20907
5111466,0,36,Rarely,Analytics,8,Statistics,Male,77,3,2,Executive,4,1,2,0,16,15,1,3,Single,17013
5111467,0,,Rarely,Marketing,14,MBA,Male,36,3,3,Executive,4,0,4,0,18,8,0,4,Divorsed,17143
5111468,0,45,No,Sales,3,Statistics,Female,67,3,4,Manager,3,0,4,0,27,10,5,7,Married,20154
5111469,0,45,Yes,Analytics,2,CA,Male,44,3,4,Manager,3,0,4,0,17,12,0,3,Single,20399
5111470,0,40,Yes,Analytics,27,CA,Female,62,4,1,Manager,2,1,3,1,18,16,0,0,Divorsed,19422
5111471,1,33,Rarely,Analytics,3,Statistics,Male,64,4,3,Executive,3,0,1,1,20,5,2,3,Single,19730
5111472,0,58,No,Sales,3,CA,Male,52,3,4,AVP,4,1,4,0,27,37,14,14,Married,31291
5111473,0,31,Rarely,Sales,3,Statistics,Male,54,3,4,Executive,3,1,0,0,24,3,1,2,M,18067
5111474,1,37,Rarely,Analytics,11,CA,Male,58,3,1,Manager,5,0,1,0,20,10,0,8,Single,19213
5111475,0,36,Rarely,Sales,2,Statistics,F,73,3,2,Manager,3,1,6,0,18,15,0,0,Single,21815
5111476,0,50,Rarely,Analytics,10,Statistics,Male,,3,3,Executive,2,0,4,0,23,8,0,0,Divorsed,17380
5111477,1,29,Rarely,Analytics,11,Statistics,Female,,4,4,Executive,5,1,6,1,25,3,0,0,Single,17404
